claim_id,stage,product_scope,evidence_label,research_status,claim_text,claim_status,source_ids,source_locators,derivation_method,analysis_script_ref,exact_command,review_status,notes
"CLM-S1R-005","1R","AUDIT_HISTORY;MANUSCRIPT_EVIDENCE","INTERPRETATION","NOT_APPLICABLE","The refreshed repository map routes committed code, workflows, configuration, and committed result snapshots as manuscript evidence candidates, while dirty docs, runtime files, local roots without ZIP verification, caches, and ordinary build outputs remain audit-only or excluded until linked to primary evidence.","ACTIVE","SRC-S1R-004;SRC-S4-002;SRC-S4-003;SRC-S2-027;SRC-S2-029","local-sha256:6f3c4c74e469fce514d2927094ff6748581ead30eb3535584ea05e649eba34de:paper_notes/REPOSITORY_MAP.md:L23-L75; local-sha256:cfa80d377c9973977280e04150c64c883fe24c4902de631b4b47f69b6b17d3ce:paper_notes/STAGE4_LOCAL_TREE_HASHES_20260616T143435Z.csv:rows 5-26; named columns path,provenance_class,verification_status,limitations; local-sha256:432252f1c15a4f88030783796ea42c66bbad7fa49b347684e8b4aacc489fab2e:paper_notes/STAGE4_FILE_HASHES_20260616T143435Z.csv:rows 2-16; named columns path,path_kind,git_state,provenance_class,limitations","Stage 1 routing interpretation from source map and Stage 4 manifests","NONE","NONE","REVIEWED_STAGE1_REFRESH","Routing claim only; not an empirical result"
"CLM-S1R-006","1R","AUDIT_HISTORY","DIRECT","NOT_APPLICABLE","The Stage 1 refresh updated maps ledgers and gap notes only; it did not execute a new experimental run or interpret result values.","ACTIVE","SRC-S1R-003;SRC-S1R-006","local-sha256:0267e8c94e34bf9a433bc971980a20e6ad1838b1213a7ccd7d891c22d9bc9586:paper_notes/STAGE1_REFRESH_WORKTREE_STATUS_20260616T194231Z.md:L15-L16; local-sha256:70cd8cae382ee0e82eaaf4ee85bdfa46b57f73b410e9478118cccc8be91797a3:paper_notes/STAGE1_REFRESH_HANDOFF_20260616T194231Z.md:L14-L16; local-sha256:70cd8cae382ee0e82eaaf4ee85bdfa46b57f73b410e9478118cccc8be91797a3:paper_notes/STAGE1_REFRESH_HANDOFF_20260616T194231Z.md:L54-L59","Direct handoff boundary","NONE","NONE","VERIFIED_STAGE1_REFRESH","Evidence notes only"
"CLM-S0R2-001","0R2","AUDIT_HISTORY","DIRECT","NOT_APPLICABLE","The Stage 0 refresh was anchored to branch phase3-process-dynamics at full SHA eda6ca1ffa026e723ad1a18a2bdb3aed927e7433 with upstream origin/phase3-process-dynamics and divergence +1/-0.","ACTIVE","SRC-S0R2-001;SRC-S0R2-002","local-sha256:cb539c624bb31ce1e1b6b940d9a7a5182614e9b6563a37b0418304ddb6600ffa:paper_notes/STAGE0_WORKTREE_STATUS_20260617T065111Z.md:L5-L15","Direct worktree snapshot","NONE","git rev-parse --abbrev-ref HEAD; git rev-parse HEAD; git rev-parse --abbrev-ref --symbolic-full-name '@{u}'; git rev-list --left-right --count HEAD...'@{u}'","VERIFIED_STAGE0_REFRESH","No branch switch was performed"
"CLM-S0R2-002","0R2","AUDIT_HISTORY","DIRECT","NOT_APPLICABLE","The Stage 0 refresh worktree had 0 staged tracked changes, 2 unstaged tracked changes in docs/PHASE1_TO_PHASE2_CHANGES.md and docs/PHASE2_TO_PHASE3_CHANGES.md, 2343 normal untracked files across 26 top-level paths, 19243 ignored files across 226 top-level paths, and a Git warning that .pytest_cache could not be opened due to permission denied.","ACTIVE","SRC-S0R2-002","local-sha256:cb539c624bb31ce1e1b6b940d9a7a5182614e9b6563a37b0418304ddb6600ffa:paper_notes/STAGE0_WORKTREE_STATUS_20260617T065111Z.md:L16-L31","Direct worktree snapshot","NONE","git status --short --branch --untracked-files=no; git diff --name-only; git diff --cached --name-only; git ls-files --others --exclude-standard -z; git ls-files --others -i --exclude-standard -z","VERIFIED_STAGE0_REFRESH","Counts exclude any unreadable contents hidden by the .pytest_cache permission warning"
"CLM-S0R2-003","0R2","AUDIT_HISTORY","DERIVED","NOT_APPLICABLE","The Stage 0 refresh local tree manifest contains 17 result_root rows, 6 ignored_result_root rows, and 6 runtime_directory rows; by provenance_class it contains 13 ACTIONS_DERIVED rows, 15 LOCAL_GENERATED rows, and 1 UNKNOWN_PROVENANCE row.","ACTIVE","SRC-S0R2-003;SRC-S0R2-004","local-sha256:1b7f33abac94f48649560fbf48fab7b09fd3aaaf4c873bd3e673770231e19e67:paper_notes/STAGE0_LOCAL_TREE_HASHES_20260617T065111Z.csv:rows 2-30; named columns path_kind,provenance_class,content_hash,file_count,byte_count","CSV grouping over manifest rows","NONE","Import-Csv -LiteralPath 'paper_notes/STAGE0_LOCAL_TREE_HASHES_20260617T065111Z.csv' | Group-Object path_kind; Import-Csv -LiteralPath 'paper_notes/STAGE0_LOCAL_TREE_HASHES_20260617T065111Z.csv' | Group-Object provenance_class","VERIFIED_STAGE0_REFRESH","No result values were interpreted; only manifest rows were counted"
"CLM-S0R2-004","0R2","AUDIT_HISTORY","DERIVED","NOT_APPLICABLE","The Stage 0 refresh file hash manifest contains 2 stage_specific_documentation rows, 12 phase3_root_runtime_file rows, and 1 analysis_script row; by provenance_class it contains 3 DOCUMENTATION rows and 12 LOCAL_GENERATED rows.","ACTIVE","SRC-S0R2-004","local-sha256:532bb1b786ad6b794706277f228302d12664faa33cc371039a84247db086bdeb:paper_notes/STAGE0_FILE_HASHES_20260617T065111Z.csv:rows 2-16; named columns path_kind,provenance_class,sha256,byte_count,line_count","CSV grouping over manifest rows","NONE","Import-Csv -LiteralPath 'paper_notes/STAGE0_FILE_HASHES_20260617T065111Z.csv' | Group-Object path_kind; Import-Csv -LiteralPath 'paper_notes/STAGE0_FILE_HASHES_20260617T065111Z.csv' | Group-Object provenance_class","VERIFIED_STAGE0_REFRESH","Dirty documentation is not treated as empirical manuscript evidence"
"CLM-S0R2-005","0R2","AUDIT_HISTORY","DIRECT","NOT_APPLICABLE","The Stage 0 refresh did not analyze experimental result values, effect sizes, statistical tests, or scientific conclusions, and did not perform a workflow dispatch or experimental run.","ACTIVE","SRC-S0R2-005","local-sha256:f62721f9d6c23dc70fc1372b95bb1dbdb87751c08605bcfd2677d3dabb665035:paper_notes/STAGE0_REFRESH_HANDOFF_20260617T065111Z.md:L5-L8; local-sha256:f62721f9d6c23dc70fc1372b95bb1dbdb87751c08605bcfd2677d3dabb665035:paper_notes/STAGE0_REFRESH_HANDOFF_20260617T065111Z.md:L27-L36","Direct handoff boundary","NONE","NONE","VERIFIED_STAGE0_REFRESH","Evidence-extraction boundary only"
"CLM-S0R2-006","0R2","AUDIT_HISTORY","UNRESOLVED","UNRESOLVED","The Stage 0 refresh leaves artifact ZIP byte identity unresolved for local result roots and leaves root-level Phase 3 runtime CSV/TTL files without exact command, run, or artifact identity.","ACTIVE","SRC-S0R2-005;SRC-S0R2-006","local-sha256:f62721f9d6c23dc70fc1372b95bb1dbdb87751c08605bcfd2677d3dabb665035:paper_notes/STAGE0_REFRESH_HANDOFF_20260617T065111Z.md:L29-L36; local-sha256:96394472cd5f8380c46f3cba083468e6cd172070fc95a3e23a6ee51fc65e2dd1:paper_notes/EVIDENCE_GAPS.md:L399-L414","Direct gap ledger and handoff","NONE","NONE","OPEN_STAGE0_REFRESH","Use committed origin/results snapshots or verified artifact downloads for manuscript metrics"
"CLM-S1R2-001","1R2","AUDIT_HISTORY","DIRECT","NOT_APPLICABLE","Stage 1 Refresh 2 was anchored to branch phase3-process-dynamics at full SHA eda6ca1ffa026e723ad1a18a2bdb3aed927e7433, with upstream origin/phase3-process-dynamics and divergence +1/-0; the Stage 0R2 worktree boundary recorded 0 staged tracked changes, 2 unstaged tracked changes, 2343 normal untracked files across 26 top-level paths, and 19243 ignored files across 226 top-level paths.","ACTIVE","SRC-S1R2-001;SRC-S0R2-002;SRC-S1R2-003","local-sha256:cb539c624bb31ce1e1b6b940d9a7a5182614e9b6563a37b0418304ddb6600ffa:paper_notes/STAGE0_WORKTREE_STATUS_20260617T065111Z.md:L5-L31; local-sha256:8c5e22009f03f60539415cdcf3549b98c38b5a36cd7577631bdaa86d60e5bce1:paper_notes/REPOSITORY_MAP.md:L9-L20","Direct worktree and map snapshot","NONE","git rev-parse --abbrev-ref HEAD; git rev-parse HEAD; git rev-list --left-right --count HEAD...'@{u}'; git status/diff/ls-files commands recorded in Stage 0R2 status","VERIFIED_STAGE1R2","Inventory-only routing refresh"
"CLM-S1R2-002","1R2","AUDIT_HISTORY;MANUSCRIPT_EVIDENCE","INTERPRETATION","NOT_APPLICABLE","The Stage 1R2 repository map uses the Stage 0R2 manifests as the current local-root basis: 29 local root rows and 15 individual file rows are routed into manuscript-candidate, audit-only, documentation-only, unresolved, or excluded categories.","ACTIVE","SRC-S1R2-003;SRC-S0R2-003;SRC-S0R2-004","local-sha256:8c5e22009f03f60539415cdcf3549b98c38b5a36cd7577631bdaa86d60e5bce1:paper_notes/REPOSITORY_MAP.md:L21-L41; local-sha256:1b7f33abac94f48649560fbf48fab7b09fd3aaaf4c873bd3e673770231e19e67:paper_notes/STAGE0_LOCAL_TREE_HASHES_20260617T065111Z.csv:rows 2-30; named columns path,path_kind,provenance_class,verification_status,content_hash,file_count,byte_count,limitations; local-sha256:532bb1b786ad6b794706277f228302d12664faa33cc371039a84247db086bdeb:paper_notes/STAGE0_FILE_HASHES_20260617T065111Z.csv:rows 2-16; named columns path,path_kind,git_state,provenance_class,sha256,byte_count,line_count,limitations","Stage 1 routing interpretation from map and Stage 0R2 manifests","NONE","NONE","REVIEWED_STAGE1R2","Routing claim only; not an empirical result"
"CLM-S1R2-003","1R2","AUDIT_HISTORY;MANUSCRIPT_EVIDENCE","DERIVED","NOT_APPLICABLE","The Stage 1R2 external thesis-template tree contains 18 regular files and 200324 bytes with TREE-SHA256-V1 hash a60bff22cc24edeb04ef85a1c47d5cfc34e10535ed68898f674a2d194d428e9e.","ACTIVE","SRC-S1R2-002;SRC-S1R2-004;SRC-S0R2-004","local-tree-sha256:a60bff22cc24edeb04ef85a1c47d5cfc34e10535ed68898f674a2d194d428e9e:C:/Users/esrad/Downloads/Template-ThesisReport/Template-ThesisReport; local-sha256:554df6700c8276fed4e7ef98c48c0fc324ec19f233466fa249138e3449348698:paper_notes/TEMPLATE_MAP.md:L9-L15","TREE-SHA256-V1 inventory","local-sha256:c51fa5b147f93587839482e15e695dcc65b550005084fc370097028005820fdd:paper_notes/TREE_SHA256_V1.mjs:L1-L76","node paper_notes\\TREE_SHA256_V1.mjs 'C:\\Users\\esrad\\Downloads\\Template-ThesisReport\\Template-ThesisReport'","VERIFIED_STAGE1R2","External local template tree only; no template edits"
"CLM-S1R2-004","1R2","AUDIT_HISTORY;MANUSCRIPT_EVIDENCE","INTERPRETATION","NOT_APPLICABLE","The Stage 1R2 maps route evidence categories to Introduction, Background and Related Work, Contributions, Evaluation, Conclusions, Abstract, and Appendix while preserving boundaries between conceptual approach, implementation detail, results, discussion, and audit history.","ACTIVE","SRC-S1R2-003;SRC-S1R2-004","local-sha256:8c5e22009f03f60539415cdcf3549b98c38b5a36cd7577631bdaa86d60e5bce1:paper_notes/REPOSITORY_MAP.md:L43-L53; local-sha256:554df6700c8276fed4e7ef98c48c0fc324ec19f233466fa249138e3449348698:paper_notes/TEMPLATE_MAP.md:L23-L33","Stage 1R2 routing interpretation from repository and template maps","NONE","NONE","REVIEWED_STAGE1R2","No polished thesis prose was written"
"CLM-S1R2-005","1R2","AUDIT_HISTORY","DIRECT","NOT_APPLICABLE","Stage 1 Refresh 2 updated routing notes and handoff records only; it did not perform a branch switch, reset, clean, deletion, artifact overwrite, workflow dispatch, experimental run, result-value analysis, effect-size analysis, or statistical-test analysis.","ACTIVE","SRC-S1R2-005","local-sha256:d65e80cd0833782f413a99ebf74de3ac6a4d08c5e6520866645c4e537c0e652d:paper_notes/STAGE1_REFRESH2_HANDOFF_20260617T071703Z.md:L5-L14; local-sha256:d65e80cd0833782f413a99ebf74de3ac6a4d08c5e6520866645c4e537c0e652d:paper_notes/STAGE1_REFRESH2_HANDOFF_20260617T071703Z.md:L35-L40","Direct handoff boundary","NONE","NONE","VERIFIED_STAGE1R2","Evidence-extraction boundary only"
"CLM-S1R2-006","1R2","AUDIT_HISTORY","UNRESOLVED","UNRESOLVED","Stage 1R2 leaves three current unresolved provenance boundaries: artifact ZIP byte identity for local result roots, exact run/command/artifact identity for root-level Phase 3 runtime CSV/TTL files, and primary-source verification for empirical prose and numbers in dirty stage-specific docs.","ACTIVE","SRC-S1R2-005;SRC-S1R2-006","local-sha256:d65e80cd0833782f413a99ebf74de3ac6a4d08c5e6520866645c4e537c0e652d:paper_notes/STAGE1_REFRESH2_HANDOFF_20260617T071703Z.md:L42-L56; local-sha256:e41f9cb01ef7b8aea19a0177530663e3f782c1bfa29f49409f04194e39df1d5d:paper_notes/EVIDENCE_GAPS.md:L399-L430","Direct handoff and gap ledger","NONE","NONE","OPEN_STAGE1R2","Use committed result snapshots or verified artifact downloads for manuscript metrics"
"CLM-S1R2-007","1R2","AUDIT_HISTORY","DIRECT","UNRESOLVED","GAP-029 records that Stage 1R2 maps are routing-only evidence and that per-experiment records must still be created before Evaluation findings are written.","ACTIVE","SRC-S1R2-006","local-sha256:e41f9cb01ef7b8aea19a0177530663e3f782c1bfa29f49409f04194e39df1d5d:paper_notes/EVIDENCE_GAPS.md:L416-L430","Direct gap ledger entry","NONE","NONE","OPEN_STAGE1R2","Experiment-design extraction is the next substantive evidence stage"
"CLM-S1R2-008","1R2","AUDIT_HISTORY","SUPERSEDED","NOT_APPLICABLE","For current local-root routing, the June 16 Stage 1 refresh map basis that pointed to Stage 4 manifests is superseded by the June 17 Stage 0R2 manifests; the June 16 sections remain valid audit history.","ACTIVE","SRC-S1R-004;SRC-S1R2-003;SRC-S0R2-003;SRC-S0R2-004","local-sha256:6f3c4c74e469fce514d2927094ff6748581ead30eb3535584ea05e649eba34de:paper_notes/REPOSITORY_MAP.md:L1-L243; local-sha256:8c5e22009f03f60539415cdcf3549b98c38b5a36cd7577631bdaa86d60e5bce1:paper_notes/REPOSITORY_MAP.md:L3-L62","Compare Stage 1 refresh local-root section with Stage 1R2 reconciliation section","NONE","NONE","SUPERSEDED_FOR_CURRENT_ROUTING","Do not delete or rewrite older audit-history sections"
"CLM-S2R-001","2R","AUDIT_HISTORY","DERIVED","NOT_APPLICABLE","The Stage 2R Actions capture observed at 2026-06-17T07:42:05.4344461Z contains 125 visible Actions runs, 2 successful Phase 3 workflow runs, and row 126 is run 27621106006 with status completed, conclusion success, head SHA 3bb5289c36cb3093228ec0609fe57ec676b1ee53, and updatedAt 2026-06-16T13:33:10Z.","ACTIVE","SRC-S2R-001;SRC-S2R-002;SRC-S2R-004;SRC-S2-005","local-sha256:6d6d994bb1a4a73680f18b3fcb52136d53279fbe0611f2543e945e34e9b1be27:paper_notes/GIT_AUDIT_20260617T074205Z.txt:L1-L3; local-sha256:865583cb352036e55a15a71b74a5057cde62c49cf4abbce5eeb9694ba7b86456:paper_notes/ACTIONS_RUNS_20260617T074205Z.csv:row 126; named columns databaseId,workflowName,status,conclusion,headSha,updatedAt,url; local-sha256:b469ae75fcbf835d02fe24b4e318118fa4c73b899baca7e9872c1f19451ef556:paper_notes/ACTIONS_SUMMARY_20260617T074205Z.csv:rows 2,12; named columns workflow,conclusion,run_count","Actions summary over normalized run table plus direct row inspection","local-sha256:8e5a7d56611085a11ced4fe6d1f0b85db727dfa31ee7053ac9abe519df920005:paper_notes/STAGE2_SUMMARIZE_ACTIONS.ps1:L1-L33","./paper_notes/STAGE2_SUMMARIZE_ACTIONS.ps1 -InputCsv './paper_notes/ACTIONS_RUNS_20260617T074205Z.csv' -OutputCsv './paper_notes/ACTIONS_SUMMARY_20260617T074205Z.csv'","VERIFIED_STAGE2R","No experimental result values were analyzed"
"CLM-S2R-002","2R","AUDIT_HISTORY;MANUSCRIPT_EVIDENCE","INTERPRETATION","NOT_APPLICABLE","The Stage 2R refresh does not change the candidate final authority set: Phase 2 v5 remains run 27547019772 with result commit 22a448be5d9829751badd341904e36ed582f091f, and Phase 3 n10 remains run 27621106006 with result commit 0372ecd5864fa6555ebfce7d05e05d9aaab96994; local extracted roots remain support only until artifact ZIP byte identity is verified.","ACTIVE","SRC-S2R-002;SRC-S2R-003;SRC-S0R2-003;SRC-S2R-005","local-sha256:865583cb352036e55a15a71b74a5057cde62c49cf4abbce5eeb9694ba7b86456:paper_notes/ACTIONS_RUNS_20260617T074205Z.csv:rows 125-126; named columns databaseId,workflowName,status,conclusion,headSha,updatedAt,url; local-sha256:6d6d994bb1a4a73680f18b3fcb52136d53279fbe0611f2543e945e34e9b1be27:paper_notes/GIT_AUDIT_20260617T074205Z.txt:L25-L27; local-sha256:1b7f33abac94f48649560fbf48fab7b09fd3aaaf4c873bd3e673770231e19e67:paper_notes/STAGE0_LOCAL_TREE_HASHES_20260617T065111Z.csv:rows 13,15; named columns path,provenance_class,verification_status,content_hash,file_count,byte_count,limitations; local-sha256:149749f9916c34566c12fbc2357566f9ad02d0ea4cf372f1715f93ab6c4d363c:paper_notes/CHRONOLOGY.md:L78-L79","Compare Stage 2R Actions tail and result-branch commits with Stage 0R2 local-root verification status","NONE","NONE","REVIEWED_STAGE2R","Authority routing claim only; numeric manuscript values still require committed CSV rows or verified artifact rows"
"CLM-S2R-003","2R","AUDIT_HISTORY","UNRESOLVED","UNRESOLVED","Stage 2R leaves the following provenance boundaries unresolved: artifact ZIP byte identity for local result roots, exact run/command/artifact identity for root-level Phase 3 runtime CSV/TTL files, and per-experiment Evaluation extraction from primary rows.","ACTIVE","SRC-S2R-006;SRC-S2R-007;SRC-S0R2-003;SRC-S0R2-004","local-sha256:1ebf0fa7f25a893f8c2bfccc4e83f6e8259dfdb6b82d5b192d9a4d70e2656ad6:paper_notes/EVIDENCE_GAPS.md:L432-L445; local-sha256:5b19d9863b7dc1379a4060cbbbf7c3294df8282c1969de9879548c13a97d899a:paper_notes/STAGE2_REFRESH_HANDOFF_20260617T074205Z.md:L40-L53; local-sha256:1b7f33abac94f48649560fbf48fab7b09fd3aaaf4c873bd3e673770231e19e67:paper_notes/STAGE0_LOCAL_TREE_HASHES_20260617T065111Z.csv:rows 13,15; named columns path,verification_status,limitations; local-sha256:532bb1b786ad6b794706277f228302d12664faa33cc371039a84247db086bdeb:paper_notes/STAGE0_FILE_HASHES_20260617T065111Z.csv:rows 5-16; named columns path,provenance_class,sha256,limitations","Direct gap ledger and handoff","NONE","NONE","OPEN_STAGE2R","Use committed result snapshots or verified artifact downloads for manuscript metrics"
"CLM-S2R-004","2R","AUDIT_HISTORY","DIRECT","NOT_APPLICABLE","Stage 2R updated evidence notes, ledgers, and handoff records only; it did not perform a branch switch, reset, clean, deletion, artifact overwrite, workflow dispatch, experimental run, result-value analysis, effect-size analysis, or statistical-test analysis.","ACTIVE","SRC-S2R-007;SRC-S2R-005","local-sha256:5b19d9863b7dc1379a4060cbbbf7c3294df8282c1969de9879548c13a97d899a:paper_notes/STAGE2_REFRESH_HANDOFF_20260617T074205Z.md:L15-L19; local-sha256:5b19d9863b7dc1379a4060cbbbf7c3294df8282c1969de9879548c13a97d899a:paper_notes/STAGE2_REFRESH_HANDOFF_20260617T074205Z.md:L31-L38; local-sha256:149749f9916c34566c12fbc2357566f9ad02d0ea4cf372f1715f93ab6c4d363c:paper_notes/CHRONOLOGY.md:L72-L81","Direct handoff boundary","NONE","NONE","VERIFIED_STAGE2R","Evidence-extraction boundary only"
"CLM-S3R-001","3R","AUDIT_HISTORY;MANUSCRIPT_EVIDENCE","DERIVED","NOT_APPLICABLE","Stage 3R produced a refreshed hashed research model file that integrates Stage 0R2, Stage 1R2, and Stage 2R routing while preserving RQ1, RQ2, RQ3, phase separation, and extraction gates.","ACTIVE","SRC-S3R-001","local-sha256:6ae2aea452eb654f290f3f2222339ecdc189bb70b5c1d96ae35491b0b57d8462:paper_notes/RESEARCH_MODEL.md:L91-L132","Documentation synthesis from refreshed Stage 0R2 Stage 1R2 Stage 2R and committed result sources","NONE","NONE","VERIFIED_STAGE3R","Evidence notes only; not polished thesis prose"
"CLM-S3R-002","3R","AUDIT_HISTORY;MANUSCRIPT_EVIDENCE","DERIVED","NOT_APPLICABLE","Stage 3R produced a refreshed hashed claim dependency map with Stage 3R claim nodes, dependency deltas, and unsafe-claim blocks.","ACTIVE","SRC-S3R-002","local-sha256:039e1435d053284622b94c57cb5f5d64aa71479e4505848141acf6d7d5846022:paper_notes/CLAIM_DEPENDENCY_MAP.md:L86-L129","Documentation synthesis from refreshed Stage 0R2 Stage 1R2 Stage 2R and committed result sources","NONE","NONE","VERIFIED_STAGE3R","Dependency map does not replace primary source locators"
"CLM-S3R-003","3R","MANUSCRIPT_EVIDENCE","INTERPRETATION","NOT_APPLICABLE","After Stage 3R, the candidate research-question structure remains three-part: RQ1 clean KG acceleration, RQ2 fault detection/blacklist/re-learning, and RQ3 response-delay learning with KG writeback; Stage 2R does not change the candidate final authority set for Phase 2 v5 or Phase 3 n10.","ACTIVE","SRC-0018;SRC-S1R2-003;SRC-S2R-002;SRC-S2R-005;SRC-S3R-001;SRC-S3R-002","local-sha256:530c856971c8250db4c27f312468a424c24d77f285004594b6d68d9f243b8029:THESIS_PIVOT_MASTER.md:L8-L57; local-sha256:8c5e22009f03f60539415cdcf3549b98c38b5a36cd7577631bdaa86d60e5bce1:paper_notes/REPOSITORY_MAP.md:L43-L55; local-sha256:865583cb352036e55a15a71b74a5057cde62c49cf4abbce5eeb9694ba7b86456:paper_notes/ACTIONS_RUNS_20260617T074205Z.csv:rows 125-126; named columns databaseId,workflowName,status,conclusion,headSha,updatedAt,url; local-sha256:149749f9916c34566c12fbc2357566f9ad02d0ea4cf372f1715f93ab6c4d363c:paper_notes/CHRONOLOGY.md:L72-L81; local-sha256:6ae2aea452eb654f290f3f2222339ecdc189bb70b5c1d96ae35491b0b57d8462:paper_notes/RESEARCH_MODEL.md:L105-L123; local-sha256:039e1435d053284622b94c57cb5f5d64aa71479e4505848141acf6d7d5846022:paper_notes/CLAIM_DEPENDENCY_MAP.md:L105-L120","Bounded decomposition of pivot requirements against refreshed routing and implemented evidence","NONE","NONE","REVIEWED_STAGE3R","Requirement source is not empirical proof; Phase 1 numeric effects remain unresolved"
"CLM-S3R-004","3R","AUDIT_HISTORY;MANUSCRIPT_EVIDENCE","DIRECT","ENGINEERING_VALIDATION","Current Stage 3R routing treats Phase 3 response-delay learning as implemented rather than unimplemented; the earlier Stage 1 Phase 3 NOT FOUND claim remains superseded audit history.","ACTIVE","SRC-S3-006;SRC-S2R-002;SRC-S3R-001;SRC-S3R-002","origin/main@3bb5289c36cb3093228ec0609fe57ec676b1ee53:src/env/tools/DynamicsLearner.java:L13-L60; origin/main@3bb5289c36cb3093228ec0609fe57ec676b1ee53:src/agt/illuminance_controller_agent_dynamics.asl:L1-L83; origin/main@3bb5289c36cb3093228ec0609fe57ec676b1ee53:analysis/phase3_dynamics.py:L1-L55; local-sha256:865583cb352036e55a15a71b74a5057cde62c49cf4abbce5eeb9694ba7b86456:paper_notes/ACTIONS_RUNS_20260617T074205Z.csv:row 126; named columns databaseId,workflowName,status,conclusion,headSha,updatedAt,url; local-sha256:6ae2aea452eb654f290f3f2222339ecdc189bb70b5c1d96ae35491b0b57d8462:paper_notes/RESEARCH_MODEL.md:L114-L123; local-sha256:039e1435d053284622b94c57cb5f5d64aa71479e4505848141acf6d7d5846022:paper_notes/CLAIM_DEPENDENCY_MAP.md:L109-L114","Direct committed-source and refreshed routing inspection","NONE","NONE","VERIFIED_STAGE3R","Do not present Phase 3 as future-only in current manuscript routing"
"CLM-S3R-005","3R","AUDIT_HISTORY","DIRECT","NOT_APPLICABLE","Stage 3R updated evidence notes, ledgers, and handoff records only; it did not perform a branch switch, reset, clean, deletion, artifact overwrite, workflow dispatch, experimental run, result-value analysis, effect-size analysis, or statistical-test analysis.","ACTIVE","SRC-S3R-003;SRC-S3R-004","local-sha256:f681041d5fa9eee31746f6d938a5fc6c6c11d40f241bb2d6bb3be3238629df35:paper_notes/STAGE3_REFRESH_HANDOFF_20260617T080755Z.md:L1-L60; local-sha256:263b5cd5e5920256d2cf71cd707a7c9bb6e9d0970cb78e384b11f3de5fe07dd1:paper_notes/EVIDENCE_GAPS.md:L447-L464","Direct handoff and gap ledger boundary","NONE","NONE","VERIFIED_STAGE3R","Evidence-extraction boundary only"
"CLM-S3R-006","3R","AUDIT_HISTORY","UNRESOLVED","UNRESOLVED","Stage 3R leaves the following provenance and extraction boundaries unresolved: Phase 1 final numeric row extraction, artifact ZIP byte identity for local result roots, exact run/command/artifact identity for root-level Phase 3 runtime CSV/TTL files, and exact workflow_dispatch inputs for Phase 3 run 27621106006.","ACTIVE","SRC-S0R2-003;SRC-S0R2-004;SRC-S2R-007;SRC-S3R-001;SRC-S3R-002;SRC-S3R-004","local-sha256:1b7f33abac94f48649560fbf48fab7b09fd3aaaf4c873bd3e673770231e19e67:paper_notes/STAGE0_LOCAL_TREE_HASHES_20260617T065111Z.csv:rows 13,15; named columns path,verification_status,limitations; local-sha256:532bb1b786ad6b794706277f228302d12664faa33cc371039a84247db086bdeb:paper_notes/STAGE0_FILE_HASHES_20260617T065111Z.csv:rows 2-3,5-16; named columns path,git_state,provenance_class,sha256,limitations; local-sha256:5b19d9863b7dc1379a4060cbbbf7c3294df8282c1969de9879548c13a97d899a:paper_notes/STAGE2_REFRESH_HANDOFF_20260617T074205Z.md:L40-L53; local-sha256:6ae2aea452eb654f290f3f2222339ecdc189bb70b5c1d96ae35491b0b57d8462:paper_notes/RESEARCH_MODEL.md:L124-L132; local-sha256:039e1435d053284622b94c57cb5f5d64aa71479e4505848141acf6d7d5846022:paper_notes/CLAIM_DEPENDENCY_MAP.md:L121-L129; local-sha256:263b5cd5e5920256d2cf71cd707a7c9bb6e9d0970cb78e384b11f3de5fe07dd1:paper_notes/EVIDENCE_GAPS.md:L447-L464","Direct gap and routing inspection","NONE","NONE","OPEN_STAGE3R","Use committed result snapshots or verified artifact downloads for manuscript metrics"
"CLM-S4A-001","4A","AUDIT_HISTORY;MANUSCRIPT_EVIDENCE","DERIVED","NOT_APPLICABLE","Stage 4 produced hashed architecture notes, component diagram, data-flow diagram, and architecture handoff files.","ACTIVE","SRC-S4A-002;SRC-S4A-003;SRC-S4A-004;SRC-S4A-005","local-sha256:647979c8cf7776031457a33258cfcb4a80e20c31b6c2349379611851ee56d25e:paper_notes/ARCHITECTURE_NOTES.md:L1-L149; local-sha256:b5db1918a6b2ee28278800fa34bfa86d07e0c46ba46891a5d88c5880de7221be:paper_notes/ARCHITECTURE_COMPONENT_DIAGRAM.mmd:L1-L83; local-sha256:6a999f5583997a3e7da1c3f0af527ee885022ab0db64c13d75c0ba5931eb22d4:paper_notes/ARCHITECTURE_DATAFLOW_DIAGRAM.mmd:L1-L37; local-sha256:91cb6396b9fc8ecc2e83f6f31f6b92db49c76366295b3ff6cc474a1105e09c69:paper_notes/STAGE4_ARCHITECTURE_HANDOFF_20260617T083630Z.md:L1-L60","Direct local file creation and SHA256 hashing","NONE","Get-FileHash -Algorithm SHA256 -LiteralPath paper_notes\\ARCHITECTURE_NOTES.md,paper_notes\\ARCHITECTURE_COMPONENT_DIAGRAM.mmd,paper_notes\\ARCHITECTURE_DATAFLOW_DIAGRAM.mmd,paper_notes\\STAGE4_ARCHITECTURE_HANDOFF_20260617T083630Z.md","VERIFIED_STAGE4A","No experimental workflow or result analysis was performed"
